http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tubulin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tubulin,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Uterovesical_pouch,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Utero-Vesical_Pouch,FMA,NCIT,FMA,NCIT,0.88
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sweat_gland_of_eyelid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gland_of_Moll,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skin_of_thumb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hand_Digit_Skin,FMA,NCIT,FMA,NCIT,0.85
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Outer_layer_of_endometrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Functional_Layer_of_the_Endometrium,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#E_cadherin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#E-Cadherin,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_splenic_trabeculae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Trabecula,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Internal_anal_sphincter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Internal_Anal_Sphincter,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Distal_phalanx_of_little_toe,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Distal_Phalanx_of_Foot,FMA,NCIT,FMA,NCIT,0.88
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Salpingopharyngeus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Salpingopharyngeus,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#P_cadherin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P-Cadherin,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sphincter_of_hepatopancreatic_ampulla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sphincter_of_Oddi,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_pelvic_lymph_nodes,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pelvic_Lymph_Node,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Urine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urine,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cortex_of_thymus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thymus_Cortex,FMA,NCIT,FMA,NCIT,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_spinal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Spinal_Artery,FMA,NCIT,FMA,NCIT,1.0
